id,title,release_date,year,genres,budget,revenue,popularity,production_companies,production_countries,spoken_languages
118,Charlie and the Chocolate Factory,2005-07-13,2005,"['Adventure', ' Comedy', ' Family', ' Fantasy']",150000000,474968763,60.854,"['The Zanuck Company', ' Theobald Film Productions', ' Plan B Entertainment']","United Kingdom, United States of America",English
244786,Whiplash,2014-10-10,2014,"['Drama', ' Music']",3300000,13092000,54.495,"['Bold Films', ' Blumhouse Productions', ' Right of Way Films', ' Sierra/Affinity', ' Stage 6 Films', ' Sony Pictures Classics']",United States of America,English
1422,The Departed,2006-10-04,2006,"['Drama', ' Thriller', ' Crime']",90000000,291465000,42.503,"['Vertigo Entertainment', ' Media Asia Films', ' Initial Entertainment Group', ' Warner Bros. Pictures', ' Plan B Entertainment']","Hong Kong, United States of America","English, Cantonese"
120467,The Grand Budapest Hotel,2014-02-26,2014,"['Comedy', ' Drama']",30000000,174600318,33.966,"['Fox Searchlight Pictures', ' Scott Rudin Productions', ' Studio Babelsberg', ' Indian Paintbrush', ' TSG Entertainment', ' American Empirical Pictures']","Germany, United States of America","English, French"
10193,Toy Story 3,2010-06-16,2010,"['Animation', ' Family', ' Comedy']",200000000,1066969703,69.145,"['Pixar', ' Walt Disney Pictures']",United States of America,"English, Spanish"
77,Memento,2000-10-11,2000,"['Mystery', ' Thriller']",9000000,39723096,31.795,"['Summit Entertainment', ' Newmarket Capital Group', ' Team Todd', ' I Remember Productions']",United States of America,English
38,Eternal Sunshine of the Spotless Mind,2004-03-19,2004,"['Science Fiction', ' Drama', ' Romance']",20000000,72258126,54.124,"['Focus Features', ' Anonymous Content', ' This Is That Productions']",United States of America,English
101,Léon: The Professional,1994-09-14,1994,"['Crime', ' Drama', ' Action']",16000000,45284974,58.625,"['Gaumont', ' Les Films du Dauphin']","United States of America, France","English, French, Italian"
44214,Black Swan,2010-12-03,2010,"['Drama', ' Thriller', ' Horror']",13000000,329398046,34.932,"['Fox Searchlight Pictures', ' Cross Creek Pictures', ' Protozoa Pictures', ' Phoenix Pictures']",United States of America,"English, French, Italian"
752,V for Vendetta,2006-02-23,2006,"['Action', ' Thriller', ' Science Fiction']",54000000,132511035,42.174,"['Studio Babelsberg', ' Virtual Studios', ' Anarchos Productions', ' Silver Pictures', ' Fünfte Babelsberg Film', ' Warner Bros. Pictures', ' DC Comics', ' Medienboard Berlin-Brandenburg']","Germany, United Kingdom, United States of America",English
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,1999,"['Adventure', ' Action', ' Science Fiction']",115000000,924317558,46.845,['Lucasfilm Ltd.'],United States of America,English
152601,Her,2013-12-18,2013,"['Romance', ' Science Fiction', ' Drama']",23000000,47351251,37.608,"['Annapurna Pictures', ' Warner Bros. Pictures', ' Stage 6 Films']",United States of America,English
285,Pirates of the Caribbean: At World's End,2007-05-19,2007,"['Adventure', ' Fantasy', ' Action']",300000000,961000000,81.883,"['Jerry Bruckheimer Films', ' Second Mate Productions', ' Walt Disney Pictures']",United States of America,English
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,2014,"['Action', ' Adventure', ' Fantasy']",250000000,956019788,94.048,"['Warner Bros. Pictures', ' WingNut Films', ' New Line Cinema', ' 3Foot7', ' Metro-Goldwyn-Mayer']","New Zealand, United States of America",English
500,Reservoir Dogs,1992-09-02,1992,"['Crime', ' Thriller']",1200000,2859750,34.018,"['Live Entertainment', ' Dog Eat Dog Productions']",United States of America,English
273248,The Hateful Eight,2015-12-25,2015,"['Drama', ' Mystery', ' Western']",44000000,155760117,32.119,"['The Weinstein Company', ' Double Feature Films', ' FilmColony']",United States of America,"Spanish, English"
348,Alien,1979-05-25,1979,"['Horror', ' Science Fiction']",11000000,104931801,72.767,"['Brandywine Productions', ' 20th Century Fox']","United States of America, United Kingdom","English, Spanish"
10528,Sherlock Holmes,2009-12-23,2009,"['Action', ' Adventure', ' Crime', ' Mystery']",90000000,524028679,35.808,"['Warner Bros. Pictures', ' Village Roadshow Pictures', ' Silver Pictures', ' Wigram Productions', ' Internationale Filmproduktion Blackbird Dritte']","Australia, Germany, United Kingdom, United States of America","English, French"
12155,Alice in Wonderland,2010-03-03,2010,"['Family', ' Fantasy', ' Adventure']",200000000,1025467110,56.345,"['Walt Disney Pictures', ' Roth Films', ' Team Todd', ' Tim Burton Productions', ' The Zanuck Company']",United States of America,English
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,2011,"['Adventure', ' Action', ' Fantasy']",379000000,1045713802,79.192,"['Walt Disney Pictures', ' Jerry Bruckheimer Films', ' Moving Picture Company']","United Kingdom, United States of America","English, Spanish"
559,Spider-Man 3,2007-05-01,2007,"['Fantasy', ' Action', ' Adventure']",258000000,894983373,61.149,"['Laura Ziskin Productions', ' Marvel Studios', ' Columbia Pictures']",United States of America,"English, French"
447332,A Quiet Place,2018-04-03,2018,"['Horror', ' Drama', ' Science Fiction']",17000000,341000000,38.002,"['Paramount', ' Platinum Dunes']",United States of America,English
297802,Aquaman,2018-12-07,2018,"['Action', ' Adventure', ' Fantasy']",160000000,1148528393,52.471,"['Warner Bros. Pictures', ' The Safran Company', ' DC Films']",United States of America,English
393,Kill Bill: Vol. 2,2004-04-16,2004,"['Action', ' Crime', ' Thriller']",30000000,152159461,37.053,"['Super Cool ManChu', ' Miramax', ' A Band Apart']",United States of America,"English, Mandarin, Spanish, Cantonese"
920,Cars,2006-06-08,2006,"['Animation', ' Adventure', ' Comedy', ' Family']",120000000,461983149,47.447,"['Pixar', ' Walt Disney Pictures']",United States of America,"English, Italian, Japanese, Yiddish"
863,Toy Story 2,1999-10-30,1999,"['Animation', ' Comedy', ' Family']",90000000,497366869,73.516,['Pixar'],United States of America,English
607,Men in Black,1997-07-02,1997,"['Action', ' Adventure', ' Comedy', ' Science Fiction']",90000000,589390539,38.848,"['Columbia Pictures', ' Amblin Entertainment', ' Parkes+MacDonald Image Nation']",United States of America,"English, Spanish"
137113,Edge of Tomorrow,2014-05-27,2014,"['Action', ' Science Fiction']",178000000,370541256,51.408,"['RatPac Entertainment', ' Village Roadshow Pictures', ' VIZ Media', ' 3 Arts Entertainment', ' Warner Bros. Pictures']",United States of America,English
1271,300,2007-03-07,2007,"['Action', ' Adventure', ' War']",65000000,456082343,44.918,"['Virtual Studios', ' Legendary Pictures', ' Hollywood Gang Productions', ' Atmosphere Entertainment MM', ' Nimar Studios', ' Warner Bros. Pictures', ' Cruel & Unusual Films']","Bulgaria, Canada, United States of America",English
353486,Jumanji: Welcome to the Jungle,2017-12-09,2017,"['Adventure', ' Action', ' Comedy', ' Fantasy']",90000000,995339117,26.669,"['Radar Pictures', ' Matt Tolmach Productions', ' Seven Bucks Productions', ' Columbia Pictures']",United States of America,English
78,Blade Runner,1982-06-25,1982,"['Science Fiction', ' Drama', ' Thriller']",28000000,41722424,56.798,"['Shaw Brothers', ' The Ladd Company', ' Warner Bros. Pictures']","United States of America, Hong Kong, United Kingdom","English, German, Cantonese, Japanese, Hungarian"
1895,Star Wars: Episode III - Revenge of the Sith,2005-05-17,2005,"['Adventure', ' Action', ' Science Fiction']",113000000,850000000,41.215,['Lucasfilm Ltd.'],United States of America,English
324786,Hacksaw Ridge,2016-10-07,2016,"['Drama', ' History', ' War']",40000000,175302354,74.994,"['Vendian Entertainment', ' Summit Entertainment', ' Cross Creek Pictures', ' IM Global', ' Screen Australia', ' Screen NSW', ' Permut Presentations', ' Pandemonium', ' Demarest Films', ' Lionsgate', ' Bliss Media', ' Kylin Pictures', ' AI Film']","Australia, China, United Kingdom, United States of America","Japanese, English"
8966,Twilight,2008-11-20,2008,"['Fantasy', ' Drama', ' Romance']",37000000,393616788,71.541,"['Summit Entertainment', ' Temple Hill Entertainment', ' Maverick Films', ' Imprint Entertainment', ' Goldcrest', ' Twilight Productions']",United States of America,English
62177,Brave,2012-06-21,2012,"['Animation', ' Adventure', ' Comedy', ' Family', ' Action', ' Fantasy']",185000000,538983207,58.647,"['Walt Disney Pictures', ' Pixar']",United States of America,English
363088,Ant-Man and the Wasp,2018-07-04,2018,"['Action', ' Adventure', ' Science Fiction']",140000000,622674139,34.801,['Marvel Studios'],United States of America,English
102651,Maleficent,2014-05-28,2014,"['Fantasy', ' Adventure', ' Action', ' Family', ' Romance']",180000000,758539785,51.055,"['Walt Disney Pictures', ' Roth Films']",United States of America,English
274870,Passengers,2016-12-21,2016,"['Drama', ' Romance', ' Science Fiction']",110000000,303144152,27.272,"['Wanda Pictures', ' Columbia Pictures', ' Village Roadshow Pictures', ' Original Film', ' Company Films', ' Start Motion Pictures', ' LStar Capital']",United States of America,English
87827,Life of Pi,2012-11-20,2012,"['Adventure', ' Drama']",120000000,609016565,37.796,"['Fox 2000 Pictures', ' Dune Entertainment', ' Ingenious Media', ' Haishang Films', ' Netter Productions', ' India Take One Productions']","Canada, India, Taiwan, United Kingdom, United States of America","English, French, Hindi, Japanese, Tamil"
264660,Ex Machina,2015-01-21,2015,"['Drama', ' Science Fiction']",15000000,36869414,26.767,"['DNA Films', ' Film4 Productions', ' IAC Films', ' Scott Rudin Productions']","United Kingdom, United States of America",English
102382,The Amazing Spider-Man 2,2014-04-16,2014,"['Action', ' Adventure', ' Fantasy']",200000000,708962323,73.319,"['Marvel Entertainment', ' Columbia Pictures', ' Matt Tolmach Productions', ' Arad Productions']",United States of America,English
335984,Blade Runner 2049,2017-10-04,2017,"['Science Fiction', ' Drama']",150000000,259239658,70.54,"['Torridon Films', ' 16:14 Entertainment', ' Scott Free Productions', ' Columbia Pictures', ' Alcon Entertainment', ' Thunderbird Entertainment', ' Warner Bros. Pictures']","Canada, Hungary, Mexico, Spain, United Kingdom, United States of America","English, Finnish, Hungarian, Japanese, Russian, Somali, Spanish"
425,Ice Age,2002-03-10,2002,"['Animation', ' Comedy', ' Family', ' Adventure']",59000000,383257136,70.773,"['20th Century Fox Animation', ' 20th Century Fox', ' Blue Sky Studios']",United States of America,English
1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,2002,"['Adventure', ' Action', ' Science Fiction']",120000000,649398328,42.55,['Lucasfilm Ltd.'],United States of America,English
141052,Justice League,2017-11-15,2017,"['Action', ' Adventure', ' Science Fiction']",300000000,657926987,91.091,"['RatPac Entertainment', ' Cruel & Unusual Films', ' Atlas Entertainment', ' Warner Bros. Pictures', ' DC Films']","Canada, United Kingdom, United States of America",English
57158,The Hobbit: The Desolation of Smaug,2013-12-11,2013,"['Fantasy', ' Adventure', ' Action']",250000000,958400000,70.03,"['Warner Bros. Pictures', ' WingNut Films', ' New Line Cinema', ' Metro-Goldwyn-Mayer']","New Zealand, United States of America",English
466272,Once Upon a Time… in Hollywood,2019-07-24,2019,"['Comedy', ' Drama', ' Thriller']",95000000,374251247,47.706,"['Heyday Films', ' Columbia Pictures', ' Bona Film Group']","China, United Kingdom, United States of America","English, Italian, Spanish"
637,Life Is Beautiful,1997-12-20,1997,"['Comedy', ' Drama']",20000000,230098753,39.478,"['Melampo Cinematografica', ' Miramax']",Italy,"English, Czech, German, Italian"
246655,X-Men: Apocalypse,2016-05-18,2016,"['Action', ' Adventure', ' Science Fiction', ' Fantasy']",178000000,543934787,45.544,"[""The Donners' Company"", ' Bad Hat Harry Productions', ' Genre Films', ' Hutch Parker Entertainment', ' 20th Century Fox']",United States of America,"Arabic, English, German, Polish, Russian, Swahili"
194662,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,2014,"['Drama', ' Comedy']",18000000,103215094,43.866,"['TSG Entertainment', ' Worldview Entertainment', ' New Regency Pictures', ' M Productions', ' Le Grisbi Productions']",United States of America,English
157350,Divergent,2014-03-14,2014,"['Action', ' Adventure', ' Science Fiction']",85000000,288885818,39.066,"['Summit Entertainment', ' Red Wagon Entertainment']",United States of America,English
190859,American Sniper,2014-12-25,2014,"['War', ' Action']",58800000,542307423,64.846,"['RatPac Entertainment', ' Village Roadshow Pictures', ' 22 & Indiana Pictures', ' Malpaso Productions', ' Warner Bros. Pictures', ' Mad Chance']",United States of America,English
10191,How to Train Your Dragon,2010-03-18,2010,"['Fantasy', ' Adventure', ' Animation', ' Family']",165000000,494879471,54.176,"['DreamWorks Animation', ' Paramount']",United States of America,English
260513,Incredibles 2,2018-06-14,2018,"['Action', ' Adventure', ' Animation', ' Family']",200000000,1242805359,49.215,"['Walt Disney Pictures', ' Pixar']",United States of America,English
162,Edward Scissorhands,1990-12-07,1990,"['Fantasy', ' Drama', ' Romance']",20000000,53000000,37.283,['20th Century Fox'],United States of America,English
324552,John Wick: Chapter 2,2017-02-08,2017,"['Action', ' Thriller', ' Crime']",40000000,171539887,88.285,"['Thunder Road', ' 87Eleven', ' Summit Entertainment']",United States of America,"English, Hebrew, Italian, Russian"
49538,X-Men: First Class,2011-06-01,2011,"['Action', ' Science Fiction', ' Adventure']",160000000,353624124,1.659,"[""The Donners' Company"", ' Bad Hat Harry Productions', ' 20th Century Fox']",United States of America,"German, English, Spanish, French, Russian"
185,A Clockwork Orange,1971-12-19,1971,"['Science Fiction', ' Drama']",2200000,26589000,38.323,"['Warner Bros. Pictures', ' Hawk Films']","United Kingdom, United States of America",English
4922,The Curious Case of Benjamin Button,2008-12-25,2008,"['Drama', ' Fantasy', ' Romance']",150000000,335802786,42.669,"['Paramount', ' Warner Bros. Pictures', ' The Kennedy/Marshall Company']",United States of America,English
218,The Terminator,1984-10-26,1984,"['Action', ' Thriller', ' Science Fiction']",6400000,78371200,44.969,"['Orion Pictures', ' Pacific Western', ' Hemdale Film', ' Cinema 84', ' Euro Film Funding']","United Kingdom, United States of America","English, Spanish"
165,Back to the Future Part II,1989-11-22,1989,"['Adventure', ' Comedy', ' Science Fiction']",40000000,332000000,30.516,"['Universal Pictures', ' Amblin Entertainment']",United States of America,English
280,Terminator 2: Judgment Day,1991-07-03,1991,"['Action', ' Thriller', ' Science Fiction']",102000000,520000000,69.45,"['Lightstorm Entertainment', ' Carolco Pictures', ' Pacific Western', ' Le Studio Canal+']","France, United States of America","English, Spanish"
769,GoodFellas,1990-09-12,1990,"['Drama', ' Crime']",25000000,46835000,83.57,['Winkler Films'],United States of America,"Italian, English"
64690,Drive,2011-09-15,2011,"['Drama', ' Thriller', ' Crime']",15000000,78054825,38.238,"['FilmDistrict', ' Bold Films', ' Marc Platt Productions', ' OddLot Entertainment', ' Motel Movies', ' Newbridge Film Capital']",United States of America,English
68726,Pacific Rim,2013-07-11,2013,"['Action', ' Science Fiction', ' Adventure']",180000000,411002906,55.847,"['Double Dare You Productions', ' Legendary Pictures']",United States of America,"Cantonese, English, Japanese, Russian"
